Percentage,Correlation,p-value,Kendall,p_value_k,Variable,Model,Zone
-96.25817108154295,0.1319897042102473,7.605110047570005e-07,0.0395868009287633,0.0289087939407602,Sea ice cover,EC-Earth3-CC,Dec
0.5164813995361328,0.2880581138004005,9.432934730187712e-54,0.1331558312943973,1.147315834744034e-25,SST,EC-Earth3-CC,Inc
0.4524550437927246,-0.1560793836899591,4.6808938151902e-09,-0.0382606187945453,0.032348592921368,SST,EC-Earth3-CC,Dec
-13.17563247680664,0.0600939782162466,0.0004621243550359,0.1718975770691484,6.367364077941867e-51,Iron,IPSL-CM6A-LR,Inc
-24.80841827392578,0.2946436966408925,1.7510545323300812e-60,0.1940486148351616,1.5771872497791504e-56,Iron,IPSL-CM6A-LR,Dec
15.997843742370604,0.9741682553463296,0.0,0.5616022857405165,0.0,NPP,IPSL-CM6A-LR,Inc
4.718356609344482,0.5852988570780642,2.7963727012805838e-272,0.4159092345990329,9.879326630183272e-253,NPP,IPSL-CM6A-LR,Dec
6.311476230621338,0.9825826579497884,0.0,0.660635276451566,0.0,Diatom,IPSL-CM6A-LR,Inc
-12.37031078338623,0.6996811370968324,0.0,0.5023816300472151,0.0,Diatom,IPSL-CM6A-LR,Dec
-17.262826919555664,-0.2616796832167464,3.169749244889039e-54,-0.2265490597158751,4.304687888340969e-87,MLD,IPSL-CM6A-LR,Inc
-10.204146385192873,0.1161415584840409,2.2387874489474447e-10,0.0616902890863829,4.73876457901652e-07,MLD,IPSL-CM6A-LR,Dec
-8.58723258972168,-0.5774355356738985,6.189946792723809e-301,-0.4049412172400464,7.570150835323763e-274,Nitrate,IPSL-CM6A-LR,Inc
-4.481040000915527,-0.1238528919980403,1.3023018311021816e-11,-0.0502677450152305,4.06024193111631e-05,Nitrate,IPSL-CM6A-LR,Dec
17.8721866607666,0.785264740751271,0.0,0.3792681582449652,1.733359968963467e-240,PAR,IPSL-CM6A-LR,Inc
5.481389045715332,0.0318414656661568,0.0829488760294623,0.0133570035118648,0.2754886129195988,PAR,IPSL-CM6A-LR,Dec
-39.96042251586914,0.3356978171366293,3.93643965562066e-90,0.3439512861351224,1.0106190901142158e-197,Sea ice cover,IPSL-CM6A-LR,Inc
-77.89620208740234,-0.0718248311560846,9.038184795350304e-05,-0.0399558311546898,0.0012310634545243,Sea ice cover,IPSL-CM6A-LR,Dec
0.4761920869350433,-0.3273078965318785,1.6086337034441747e-85,-0.3003291438113906,1.4299186883615463e-151,SST,IPSL-CM6A-LR,Inc
0.6462888121604919,0.0007815403744931,0.9660638141437996,0.0176534775012769,0.1495032857373959,SST,IPSL-CM6A-LR,Dec
-2.5181455612182617,-0.6443990675520935,0.0,-0.5032107077475466,0.0,Iron,MPI-ESM1-2-HR,Inc
0.4399999380111694,-0.4797560866331964,2.1119309949954266e-119,-0.3138905967223591,1.9271308749531248e-101,Iron,MPI-ESM1-2-HR,Dec
8.009328842163086,0.8968037211224348,0.0,0.7098263026969485,0.0,NPP,MPI-ESM1-2-HR,Inc
-4.112617492675781,0.7466072125305709,0.0,0.5876217012021616,0.0,NPP,MPI-ESM1-2-HR,Dec
-19.0444564819336,0.0048249335859549,0.7691317515915777,-0.058724278010205,8.42757059008831e-08,MLD,MPI-ESM1-2-HR,Inc
-14.066244125366213,-0.062673049988077,0.0043750468034089,-0.0612804242750566,2.9856709726850925e-05,MLD,MPI-ESM1-2-HR,Dec
-0.8791082501411438,-0.6121908605267705,0.0,-0.4810384853081029,0.0,Nitrate,MPI-ESM1-2-HR,Inc
2.220648288726806,-0.4801022912222876,1.3515660942532968e-119,-0.3191551252153892,8.305538710754415e-105,Nitrate,MPI-ESM1-2-HR,Dec
1.8557496070861816,0.7770288319073767,0.0,0.5484293545087108,0.0,PAR,MPI-ESM1-2-HR,Inc
-5.535353183746338,0.3292013844180584,2.061340865557343e-53,0.1779823167160079,7.82941662103797e-34,PAR,MPI-ESM1-2-HR,Dec
-52.975852966308594,0.2437865724676776,5.027779803518842e-51,0.1262964806271978,2.8990882213373084e-30,Sea ice cover,MPI-ESM1-2-HR,Inc
-69.68830108642578,0.1043153991027016,2.1245485276397446e-06,0.0110320231741527,0.4591581478045404,Sea ice cover,MPI-ESM1-2-HR,Dec
0.254590094089508,0.088260984306036,7.46640435363328e-08,0.1052985949887157,7.473246764237214e-22,SST,MPI-ESM1-2-HR,Inc
0.2183955758810043,0.0844198896436505,0.0001221864569609,0.0818847480796565,2.4306469283625826e-08,SST,MPI-ESM1-2-HR,Dec
