Variable,Diatom,Diatom,Iron,Iron,MLD,MLD,NPP,NPP,Nitrate,Nitrate,PAR,PAR,SST,SST,Sea ice fraction,Sea ice fraction
Season,Winter,Summer,Summer,Winter,Winter,Summer,Winter,Summer,Winter,Summer,Summer,Winter,Winter,Summer,Summer,Winter
Model,,,,,,,,,,,,,,,,
ACCESS-ESM1-5,,,0.001 ,0.106***,-0.353***,-0.334***,0.398***,0.852***,-0.411***,-0.415***,0.626***,-0.095***,-0.436***,0.28***,0.412***,0.456***
CMCC-ESM2,-0.073***,0.032**,-0.269***,0.56***,-0.122***,0.505***,-0.116***,0.048***,-0.03**,0.047***,0.399***,-0.037***,-0.296***,0.053***,0.166***,0.265***
EC-Earth3-CC,-0.149***,0.698***,,,0.019 ,0.142***,-0.154***,0.5***,-0.072***,-0.073***,0.401***,-0.223***,-0.031**,0.322***,0.258***,-0.086***
IPSL-CM6A-LR,-0.099***,0.808***,0.341***,-0.074***,-0.327***,-0.588***,-0.101***,0.705***,-0.406***,-0.57***,0.453***,-0.129***,-0.438***,0.007 ,0.411***,0.43***
MPI-ESM1-2-HR,,,-0.472***,-0.012 ,0.065***,0.391***,0.248***,0.443***,-0.039***,-0.472***,0.541***,0.163***,-0.025*,0.363***,0.084***,0.092***
