Variable,Iron,Iron,NPP,NPP,MLD,MLD,Nitrate,Nitrate,PAR,PAR,Sea ice cover,Sea ice cover,SST,SST,Diatom,Diatom
Zone,Inc,Dec,Inc,Dec,Inc,Dec,Inc,Dec,Inc,Dec,Inc,Dec,Inc,Dec,Inc,Dec
Model,,,,,,,,,,,,,,,,
ACCESS-ESM1-5,0.079*** -2.46,0.651*** -1.11,0.962*** 27.31,0.974*** 1.47,-0.002  -15.6,-0.613*** -6.97,-0.202*** -4.09,0.163  -2.26,0.233*** 10.2,0.315** -3.54,0.197*** -60.78,-0.413*** -28.09,-0.221*** 0.42,0.502*** 0.21,,
CMCC-ESM2,0.471*** 10.23,0.106*** 7.41,0.416*** 19.66,0.543*** 1.72,0.091*** -7.64,-0.084** -9.83,0.177*** -6.8,-0.07** -6.15,0.35*** 9.16,0.394*** -5.46,0.134*** -55.11,0.398*** -99.7,-0.121*** 0.3,-0.446*** 0.56,0.444*** 20.75,0.58*** 0.14
EC-Earth3-CC,,,0.929*** 16.93,0.671*** 3.8,0.394*** -13.72,-0.031  -18.98,0.153*** -3.3,-0.0  -4.06,0.735*** 7.42,0.208*** -1.16,0.131*** -88.3,0.132*** -96.26,0.288*** 0.52,-0.156*** 0.45,0.939*** 12.58,0.723*** -6.42
IPSL-CM6A-LR,0.06*** -13.18,0.295*** -24.81,0.974*** 16.0,0.585*** 4.72,-0.262*** -17.26,0.116*** -10.2,-0.577*** -8.59,-0.124*** -4.48,0.785*** 17.87,0.032  5.48,0.336*** -39.96,-0.072*** -77.9,-0.327*** 0.48,0.001  0.65,0.983*** 6.31,0.7*** -12.37
MPI-ESM1-2-HR,-0.644*** -2.52,-0.48*** 0.44,0.897*** 8.01,0.747*** -4.11,0.005  -19.04,-0.063** -14.07,-0.612*** -0.88,-0.48*** 2.22,0.777*** 1.86,0.329*** -5.54,0.244*** -52.98,0.104*** -69.69,0.088*** 0.25,0.084*** 0.22,,
