Year,Annual,Summer,Winter,Model
2015,0.4775612782030028,0.25672947001665625,0.760627791274042,CMCC-ESM2
2016,0.4522841869546914,0.17698292097811627,0.7235041541424616,CMCC-ESM2
2017,0.45864017090720594,-0.049662388574835944,0.8028488864216209,CMCC-ESM2
2018,0.40643721849797493,0.19086881837161307,0.7529075130975514,CMCC-ESM2
2019,0.39188978886083237,0.06353795074017807,0.6408874738208988,CMCC-ESM2
2020,0.4440748454296752,0.0764306425324478,0.756272528493736,CMCC-ESM2
2021,0.4533421601437381,0.10399865208160233,0.7767979539612136,CMCC-ESM2
2022,0.4783423851049549,0.1288600546127603,0.7960440768350996,CMCC-ESM2
2023,0.47056780416074623,0.1700955238745712,0.8246593959833455,CMCC-ESM2
2024,0.4795491988011573,0.12359357694303907,0.7621861275869846,CMCC-ESM2
2025,0.43224181656111565,0.11849827783733576,0.7053117460004374,CMCC-ESM2
2026,0.43154467395097623,-0.008494686713762285,0.7842453890531353,CMCC-ESM2
2027,0.415646116586206,0.004637045980815932,0.7489288933327782,CMCC-ESM2
2028,0.3517486662986904,0.1038064993841979,0.5757338809020267,CMCC-ESM2
2029,0.4262652610940351,0.18982952373679224,0.7246992381892887,CMCC-ESM2
2030,0.44143863030777836,0.01843396532704525,0.7233032837542539,CMCC-ESM2
2031,0.3667002710035853,-0.05380776018357744,0.6393194965618991,CMCC-ESM2
2032,0.3721910204329513,-0.041374295323152205,0.6920503372089053,CMCC-ESM2
2033,0.42681083982275264,0.1332508744639901,0.7863847414539965,CMCC-ESM2
2034,0.4499681719814986,0.09327880493381008,0.7578583926161997,CMCC-ESM2
2035,0.4283409111698038,0.15549862361843086,0.7554978613871055,CMCC-ESM2
2036,0.41187857460639404,-0.09767461760965306,0.7687567904465438,CMCC-ESM2
2037,0.3261853932388183,-0.0503014784116132,0.5765788834914947,CMCC-ESM2
2038,0.3852337567280197,0.05810292039442653,0.706056305821253,CMCC-ESM2
2039,0.44783583373206687,0.05219575191710481,0.7384304588344873,CMCC-ESM2
2040,0.3951070387112774,-0.0183667278366386,0.7367980925100771,CMCC-ESM2
2041,0.34804755641309787,0.14081691841422944,0.6086028229322412,CMCC-ESM2
2042,0.4683855785023099,0.15775627688380542,0.7769916622249096,CMCC-ESM2
2043,0.4663391090668007,0.1051660475593975,0.8093205727455032,CMCC-ESM2
2044,0.4449055507745539,0.11545230062596158,0.7698317794845905,CMCC-ESM2
2045,0.4084559573354251,-0.014367478407237183,0.7036220193030046,CMCC-ESM2
2046,0.3933168929809478,0.015193735048241177,0.7298821565632502,CMCC-ESM2
2047,0.4391537213478611,0.01765982848577769,0.7496656269296208,CMCC-ESM2
2048,0.4419239902222433,0.05799160035541137,0.7888690184157333,CMCC-ESM2
2049,0.4110995715463805,0.03333440596705342,0.7226903608689832,CMCC-ESM2
2050,0.3657222554576152,-0.04682008240376468,0.6751871416073333,CMCC-ESM2
2051,0.4081399124998028,-0.13522195093750494,0.7231871968638632,CMCC-ESM2
2052,0.3625013894209452,-0.09503535507320138,0.7207201147345077,CMCC-ESM2
2053,0.43586599758241773,-0.027884530094006658,0.7683600907544011,CMCC-ESM2
2054,0.4341278080839078,0.04056006417362221,0.7712972004655894,CMCC-ESM2
2055,0.41081711460027465,-0.07898058236331566,0.7675981465735291,CMCC-ESM2
2056,0.41108628340840175,-0.053315585266963735,0.741804830147715,CMCC-ESM2
2057,0.3893253244422393,0.02210939671486303,0.6824454802579593,CMCC-ESM2
2058,0.440743211122332,-0.09483575318159963,0.7636646230751456,CMCC-ESM2
2059,0.404396420602674,-0.09148160159258223,0.7674907568714633,CMCC-ESM2
2060,0.43030037896071877,-0.04757767521412094,0.7885497503693533,CMCC-ESM2
2061,0.4297101192128689,-0.036081461994553414,0.7652311478748693,CMCC-ESM2
2062,0.4054731298647572,0.07145016137514543,0.721134246966999,CMCC-ESM2
2063,0.469930562673998,0.02022514075821527,0.7865507693120708,CMCC-ESM2
2064,0.4365817064122117,-0.08810701174682893,0.7745743489749652,CMCC-ESM2
2065,0.39643683282551656,-0.12650657419137232,0.7673020830667774,CMCC-ESM2
2066,0.381257093200096,-0.0711923867260398,0.6775528480803749,CMCC-ESM2
2067,0.38396225257144384,-0.038058182012297714,0.767405353086094,CMCC-ESM2
2068,0.4385677352175399,0.0028693579837468864,0.7925641833477362,CMCC-ESM2
2069,0.4673528896045076,0.052649384319728924,0.8027500811153087,CMCC-ESM2
2070,0.42741499801204735,0.0798933003458288,0.7306857908270217,CMCC-ESM2
2071,0.41254714277600835,-0.12006099473107597,0.6946765698649995,CMCC-ESM2
2072,0.419182859210059,-0.15031875691382324,0.7779280055664095,CMCC-ESM2
2073,0.4025080989528735,-0.07083822430249902,0.7551426896897134,CMCC-ESM2
2074,0.3825945301069798,-0.1309351185969363,0.6688376182144515,CMCC-ESM2
2075,0.3973987051294751,-0.05311833282673703,0.6958696452498438,CMCC-ESM2
2076,0.3770136437600074,-0.0921558311950245,0.6741173488306216,CMCC-ESM2
2077,0.4100199245903462,-0.1010795772535426,0.7402466290936079,CMCC-ESM2
2078,0.421915899952288,-0.05887403010454068,0.7844896644767049,CMCC-ESM2
