Variable,Diatom,Diatom,Export,Export,Iron,Iron,MLD,MLD,NPP,NPP,Nitrate,Nitrate,PAR,PAR,SST,SST
Season,Winter,Summer,Summer,Winter,Summer,Winter,Winter,Summer,Winter,Summer,Winter,Summer,Summer,Winter,Winter,Summer
Model,,,,,,,,,,,,,,,,
ACCESS-ESM1-5,,,0.412***,0.456***,0.205***,0.26***,-0.203***,-0.423***,0.402***,0.419***,-0.297***,-0.296***,0.46***,0.056***,-0.801***,-0.094***
CMCC-ESM2,-0.081***,0.424***,0.166***,0.265***,-0.207***,0.086***,-0.308***,-0.042***,-0.112***,0.409***,-0.181***,-0.353***,0.315***,0.029**,-0.829***,-0.463***
EC-Earth3-CC,0.241***,0.199***,0.258***,-0.086***,,,-0.067***,-0.008 ,0.284***,0.1***,-0.309***,-0.337***,0.525***,0.344***,-0.562***,0.221***
IPSL-CM6A-LR,-0.131***,0.433***,0.411***,0.43***,0.268***,0.1***,-0.367***,-0.332***,-0.131***,0.313***,-0.459***,-0.309***,0.464***,-0.128***,-0.83***,-0.265***
MPI-ESM1-2-HR,,,0.084***,0.092***,-0.341***,-0.248***,-0.379***,0.021 ,0.296***,0.274***,-0.256***,-0.336***,0.299***,0.231***,-0.772***,-0.107***
