Variable,Diatom,Diatom,Export,Export,Iron,Iron,MLD,MLD,Nitrate,Nitrate,PAR,PAR,SST,SST,Sea ice fraction,Sea ice fraction
Season,Winter,Summer,Summer,Winter,Summer,Winter,Winter,Summer,Winter,Summer,Summer,Winter,Winter,Summer,Summer,Winter
Model,,,,,,,,,,,,,,,,
ACCESS-ESM1-5,,,0.852***,0.398***,0.062***,0.019*,-0.317***,-0.358***,-0.314***,-0.367***,0.714***,0.436***,-0.384***,0.309***,0.419***,0.402***
CMCC-ESM2,0.742***,0.913***,0.048***,-0.116***,0.09***,-0.099***,-0.003 ,-0.136***,-0.087***,-0.333***,0.188***,-0.15***,0.102***,-0.219***,0.409***,-0.112***
EC-Earth3-CC,0.841***,0.564***,0.5***,-0.154***,,,0.142***,0.115***,-0.004 ,0.127***,0.255***,0.801***,0.014 ,0.283***,0.1***,0.284***
IPSL-CM6A-LR,0.878***,0.737***,0.705***,-0.101***,0.38***,-0.213***,0.189***,-0.632***,0.172***,-0.551***,0.318***,0.849***,0.199***,0.015 ,0.313***,-0.131***
MPI-ESM1-2-HR,,,0.443***,0.248***,-0.498***,-0.097***,-0.246***,0.188***,-0.154***,-0.519***,0.527***,0.748***,-0.249***,0.363***,0.274***,0.296***
